A,B,C
674,746,461
789,600,37
841,426,136
224,5,31
917,94,257
210,342,539
625,357,857
816,538,326
22,966,807
56,420,293
127,336,574
869,115,362
89,573,377
557,473,360
53,92,198
303,268,419
92,155,767
778,568,529
896,741,708
734,11,535
809,118,862
78,883,490
376,915,787
237,213,207
266,357,386
719,604,344
424,361,390
529,651,911
681,58,102
730,64,787
16,111,59
390,168,565
905,125,217
856,66,666
514,604,486
89,414,346
687,758,26
999,692,224
447,332,863
969,276,508
284,174,415
670,676,940
978,533,148
712,253,310
446,558,950
990,924,599
170,846,39
978,336,535
684,8,357
712,682,961
273,232,830
45,781,473
693,309,598
714,39,98
575,342,246
652,168,840
410,331,932
283,882,756
529,983,597
446,460,774
254,58,309
48,905,127
99,815,753
944,962,963
647,463,953
94,946,965
11,862,592
71,141,197
717,200,56
215,411,241
520,334,777
845,848,768
770,877,287
174,769,97
746,842,830
735,816,175
178,525,995
209,864,755
454,430,420
772,5,380
858,157,856
423,279,368
403,450,891
26,44,63
477,653,226
947,399,521
192,843,400
144,167,701
629,278,208
698,894,505
918,934,42
116,928,737
621,327,801
536,251,634
245,357,301
35,512,286
443,877,900
666,705,435
902,571,784
250,276,447
119,787,859
767,724,649
622,124,940
378,789,234
214,167,992
671,890,456
743,317,738
477,417,28
464,281,532
278,866,12
656,242,541
769,992,872
489,386,188
404,386,784
685,222,782
922,617,201
571,229,8
426,465,539
370,843,669
916,890,292
588,478,944
226,117,892
50,116,428
672,683,662
48,722,540
299,882,252
323,259,161
8,141,277
980,309,200
46,235,49
711,560,461
311,880,996
458,958,975
745,425,472
190,993,130
752,340,523
187,286,692
243,255,905
689,584,780
559,843,643
830,81,325
61,815,332
623,318,845
875,981,170
315,186,295
39,95,70
414,818,681
632,871,966
391,162,664
683,92,692
509,553,469
827,951,47
29,723,27
278,13,430
117,149,522
301,124,978
982,640,847
955,667,998
930,114,748
411,12,205
940,382,425
315,479,718
708,389,189
521,866,627
739,868,857
219,843,430
105,18,92
678,638,896
494,342,679
585,65,529
660,870,73
261,685,355
744,696,40
425,720,747
423,551,751
935,668,415
268,449,714
803,673,154
233,877,690
518,757,571
8,85,518
98,551,231
142,205,750
23,661,205
988,361,637
119,948,231
268,35,104
775,383,450
305,784,500
491,477,234
113,706,990
300,641,893
267,974,592
717,248,739
82,617,111
597,930,351
65,535,76
206,962,825
19,994,994
948,869,329
310,587,169
665,303,938
5,186,56
944,652,416
133,673,783
601,813,647
902,636,709
424,769,850
868,559,817
785,839,350
183,829,519
299,560,517
6,470,920
770,932,966
201,256,332
375,613,249
819,954,473
328,439,617
810,343,770
290,426,874
179,71,929
829,193,18
275,149,757
316,526,917
589,976,972
609,243,484
575,654,822
355,114,416
968,824,660
656,651,487
306,688,540
615,272,714
849,406,169
331,692,787
574,641,998
9,617,534
738,158,175
257,619,20
791,531,854
877,675,902
260,503,955
908,710,285
398,231,7
767,126,609
258,715,910
438,752,782
925,746,716
353,424,482
846,395,586
752,588,915
463,668,237
381,92,615
931,566,469
643,146,995
126,472,162
180,350,555
182,43,874
554,58,656
78,220,510
105,254,769
763,225,968
346,639,261
508,622,191
798,982,897
644,821,284
401,456,670
650,511,752
249,276,632
453,962,214
890,75,20
401,894,730
108,363,70
134,425,533
338,333,459
169,771,176
238,257,397
334,431,939
657,222,473
235,784,116
979,613,690
982,966,423
623,285,198
228,446,31
574,810,26
104,167,705
806,958,111
875,361,489
247,793,882
264,556,46
329,78,371
969,429,547
76,196,778
159,671,791
930,792,278
325,377,860
221,949,409
451,853,328
140,374,620
706,765,897
46,744,718
634,619,960
400,768,158
396,412,214
731,210,299
951,954,737
531,313,159
317,23,423
468,862,979
61,922,72
213,865,646
669,426,381
677,562,787
461,739,43
485,178,20
269,41,829
206,661,22
978,433,89
808,227,615
570,551,556
746,989,29
678,119,419
272,264,248
470,369,24
481,288,969
728,247,990
198,239,602
591,122,968
716,646,770
373,580,96
352,533,965
6,771,531
574,948,379
999,437,959
247,101,645
707,981,512
517,37,899
751,588,731
35,782,146
747,647,902
289,686,983
528,351,51
592,17,86
368,984,11
186,609,8
724,888,953
334,625,230
720,570,267
714,621,179
613,32,982
977,818,254
838,645,432
999,214,312
249,152,449
728,809,798
852,836,764
633,494,415
824,138,238
898,515,598
197,201,198
197,919,547
513,788,840
338,792,106
659,242,847
725,343,305
805,289,194
400,91,947
638,937,33
890,686,297
760,332,243
63,43,830
934,127,264
100,527,269
832,873,583
528,513,987
650,707,958
897,742,79
277,488,161
840,806,448
369,320,518
584,925,405
502,543,16
240,833,969
26,602,500
690,796,447
734,573,463
605,404,599
816,672,312
652,627,511
435,918,244
53,529,450
825,966,266
676,702,343
169,447,720
939,266,833
875,132,578
531,83,864
187,545,810
160,760,382
196,19,63
567,371,503
588,315,578
900,322,139
288,402,661
358,989,744
807,308,382
418,677,835
747,131,8
479,662,959
641,721,120
305,139,402
320,739,304
495,370,1
601,915,79
427,940,121
926,277,695
304,976,825
521,212,480
527,561,12
842,371,819
608,279,81
726,743,371
26,918,313
292,959,631
765,977,582
266,981,705
12,393,302
125,291,648
594,798,324
886,615,946
259,885,348
274,232,975
369,47,635
161,742,865
997,42,943
497,784,3
75,273,751
192,943,12
389,588,69
754,628,709
748,111,528
615,490,690
921,524,444
737,715,577
61,336,528
135,837,162
51,881,580
753,961,748
440,614,160
561,484,668
852,559,665
383,250,721
290,780,395
499,962,869
916,741,78
278,410,412
928,385,824
353,22,545
986,491,427
558,885,627
826,40,638
501,770,160
379,183,783
185,116,738
883,201,481
918,336,720
107,56,304
630,494,528
439,237,266
537,207,26
989,787,911
553,825,342
697,678,616
273,532,968
600,299,848
611,456,473
609,115,687
97,656,990
305,366,775
662,908,519
172,305,908
389,953,103
934,829,524
883,697,102
921,258,143
670,478,505
712,684,336
692,899,355
138,528,141
745,650,349
749,308,857
216,218,294
157,934,896
234,501,349
735,116,987
556,119,255
541,395,611
545,582,799
612,195,522
777,130,529
948,263,818
441,270,100
830,606,180
523,622,205
455,213,229
114,748,270
650,587,716
644,345,352
736,27,843
127,335,401
144,916,589
609,861,910
843,934,566
592,512,157
371,404,417
657,429,469
463,484,782
154,929,696
556,982,337
895,704,325
227,85,802
884,153,915
107,901,813
811,694,485
913,257,630
118,464,64
177,569,581
356,54,887
471,662,203
28,161,466
268,627,447
32,546,212
77,151,662
805,474,666
281,527,203
957,516,980
21,607,875
766,535,804
904,292,328
631,840,941
123,296,744
109,125,491
271,33,111
389,398,268
633,694,985
777,672,809
426,988,156
551,19,672
108,814,575
357,299,431
692,283,536
829,926,16
772,718,616
97,686,150
970,982,958
314,876,643
144,145,335
818,71,411
228,924,62
138,305,476
642,7,304
703,94,743
167,851,640
924,233,411
232,755,649
702,19,5
992,99,314
487,19,134
530,6,971
67,808,183
259,369,179
674,118,668
856,800,585
669,584,597
979,13,456
16,376,842
436,977,139
401,667,391
164,549,619
495,147,322
517,46,476
368,763,613
147,605,52
345,143,42
688,534,521
645,15,337
547,885,533
398,851,733
663,916,768
955,446,203
811,661,123
587,924,440
758,108,889
427,964,42
357,800,855
822,819,860
378,253,713
831,834,168
429,696,798
183,23,758
349,130,2
833,426,2
231,346,554
1,786,552
495,118,720
512,582,653
756,14,992
10,465,148
429,874,937
415,474,899
626,961,707
240,10,491
128,543,69
464,130,237
595,998,920
544,89,499
966,730,471
786,184,946
234,213,341
325,411,765
500,875,616
306,826,497
140,939,290
328,180,343
426,97,585
456,303,48
997,879,39
34,493,898
674,984,52
170,472,810
695,800,967
507,752,337
169,77,973
461,44,943
991,593,711
418,45,232
353,534,49
285,932,786
591,822,113
418,877,995
607,771,665
360,804,229
775,47,301
268,970,503
692,961,402
206,660,94
52,691,354
471,423,179
380,759,136
784,365,103
242,354,630
540,350,640
156,824,707
733,345,211
986,381,516
752,834,59
830,989,45
124,376,298
581,141,961
857,98,191
82,355,70
759,968,496
399,494,584
812,404,246
908,498,801
3,30,415
747,660,481
649,939,49
939,592,202
136,813,99
598,757,373
205,454,181
843,344,534
52,818,71
634,974,228
900,182,814
715,788,674
180,528,638
625,381,578
91,578,6
612,760,803
252,447,28
248,639,979
284,31,733
331,265,984
928,871,587
403,839,558
735,274,495
131,989,794
420,953,652
120,462,482
885,228,804
567,513,217
283,963,637
772,49,339
438,763,407
5,218,376
729,367,257
763,136,473
857,249,450
614,418,386
171,385,704
711,368,501
363,845,446
221,727,217
329,250,690
373,290,312
269,909,16
882,171,183
837,750,757
514,576,990
781,975,531
729,52,390
727,513,612
966,377,847
330,201,92
483,633,155
418,144,982
660,406,256
818,688,535
312,378,820
334,106,640
270,876,827
882,350,74
841,632,324
806,341,633
762,369,520
549,87,283
47,694,996
636,529,618
552,707,315
176,212,224
437,220,494
204,893,788
350,627,427
247,358,821
985,659,524
266,368,327
402,484,318
505,832,705
805,320,729
550,38,238
42,766,58
388,895,889
870,8,423
396,300,559
963,175,856
756,819,418
689,126,724
162,836,2
351,663,639
505,578,856
101,481,214
447,926,234
696,643,283
372,410,195
480,2,619
828,200,917
87,663,847
953,406,279
767,853,889
220,2,720
547,331,667
751,481,64
949,505,524
86,358,285
974,419,109
440,10,487
664,348,295
63,742,749
462,111,142
779,167,263
440,936,966
846,926,53
165,155,668
566,537,467
370,956,614
969,931,107
291,758,397
994,66,223
598,974,739
366,394,677
932,538,716
986,839,700
262,604,252
472,155,244
288,765,112
245,657,458
706,821,788
739,976,559
826,866,756
881,353,517
584,943,818
516,898,99
748,443,483
324,375,652
448,517,54
226,978,446
702,988,229
467,399,113
225,774,710
683,867,883
450,653,300
323,952,250
947,461,18
939,189,463
515,605,464
749,335,949
862,918,172
202,914,438
438,286,924
771,185,207
903,532,677
212,938,709
220,643,51
700,579,540
308,181,471
920,519,317
747,928,782
76,674,114
876,879,36
728,928,661
619,126,225
165,686,609
483,489,832
310,982,285
991,724,744
872,354,539
55,59,643
717,505,724
745,646,228
354,351,230
465,225,113
6,699,699
818,699,294
815,307,735
300,588,889
863,404,448
98,556,779
690,223,705
886,364,222
4,983,841
382,388,374
331,441,689
621,503,390
949,867,686
851,948,334
592,964,551
820,861,259
915,802,550
481,685,826
800,343,408
583,214,825
828,34,182
138,8,459
313,604,879
500,889,987
815,330,603
461,395,198
806,52,911
729,567,988
501,271,870
299,463,745
848,708,42
232,999,586
317,350,604
404,404,278
451,619,488
638,663,375
28,315,254
918,21,802
608,396,345
112,206,497
504,425,373
355,754,658
526,536,171
66,510,19
255,552,93
133,680,259
102,972,312
498,206,446
812,588,683
60,785,586
201,125,926
640,89,597
643,720,869
994,630,106
758,162,881
174,999,603
129,825,378
182,347,455
392,888,558
679,612,765
537,349,420
592,114,167
257,667,419
201,198,578
51,831,771
45,63,122
875,555,972
530,547,26
606,328,705
139,11,318
776,744,991
359,572,373
145,384,377
817,517,694
922,845,403
764,17,895
66,158,328
512,218,358
164,868,993
664,289,234
944,406,4
921,962,258
422,535,299
222,29,313
886,730,757
17,988,992
311,197,787
740,699,693
654,863,168
935,383,514
531,825,689
415,385,601
707,676,65
666,21,17
578,622,867
597,19,229
182,508,185
730,651,298
985,355,361
262,687,665
928,44,568
254,526,393
432,518,474
586,338,843
34,693,319
812,445,45
39,358,36
10,955,278
462,608,342
492,700,232
301,769,404
252,846,563
842,694,70
309,754,5
562,458,520
450,292,8
883,399,472
187,659,540
78,380,475
358,208,429
264,535,750
502,851,776
591,901,254
172,354,546
285,325,679
709,721,805
607,270,413
304,105,675
760,289,1
960,76,584
445,410,14
969,702,547
682,71,319
731,448,229
626,771,665
141,995,313
728,388,309
43,822,559
993,179,110
489,431,648
311,979,175
477,869,474
604,647,574
134,174,704
983,577,526
643,563,185
855,227,753
96,506,239
543,770,349
540,78,595
73,374,561
325,970,811
226,451,519
807,505,211
203,684,350
911,417,725
712,212,469
73,310,852
790,325,325
52,472,449
209,534,931
380,262,862
383,272,955
183,984,922
106,224,89
606,344,391
486,862,491
875,887,597
556,638,480
936,975,505
601,440,524
617,900,742
719,420,761
421,628,830
955,192,137
858,167,55
965,942,243
280,846,452
110,611,484
322,625,610
378,833,780
705,457,24
901,338,740
660,649,43
500,709,719
614,200,32
604,571,912
311,578,290
338,674,404
284,6,108
713,560,164
573,453,263
792,859,12
510,424,670
278,620,692
927,953,68
247,360,912
152,864,535
521,988,456
423,403,504
132,954,3
408,92,625
313,460,441
366,204,917
212,606,409
408,303,491
563,600,509
699,619,336
583,274,622
178,94,438
786,477,510
825,744,814
917,145,647
873,497,987
144,712,862
645,659,427
654,972,755
919,100,107
585,878,286
72,924,967
568,665,524
199,264,467
582,884,121
120,216,984
197,826,294
640,4,324
997,577,298
964,793,101
512,806,419
286,640,611
675,28,214
553,112,291
782,682,618
300,545,483
443,130,258
211,973,709
590,770,414
851,675,504
490,656,896
78,211,415
778,219,356
908,717,691
28,836,676
339,762,657
298,761,357
143,855,658
970,722,930
635,559,560
785,478,321
5,770,369
666,870,373
175,509,186
591,767,287
134,924,200
195,457,865
868,279,949
427,116,71
368,601,679
255,140,219
504,455,458
529,246,669
747,388,704
850,163,701
761,362,242
123,864,191
301,948,522
257,200,557
725,910,754
297,635,583
769,544,637
355,39,967
966,874,71
390,231,467
13,350,591
458,520,623
803,29,192
629,2,689
788,930,683
524,527,655
446,857,901
315,12,779
547,909,406
970,428,537
5,693,719
927,195,653
275,577,547
76,319,608
751,158,241
917,942,988
861,180,801
610,279,331
420,645,166
111,919,817
523,503,236
679,738,54
700,538,480
747,229,944
682,923,188
757,195,76
609,828,604
230,465,61
251,772,122
700,68,153
452,743,935
485,791,212
256,918,254
153,668,969
605,737,223
679,504,252
550,361,827
404,814,53
686,447,466
367,951,174
537,939,387
953,417,31
651,537,450
459,663,435
714,347,607
747,139,5
325,342,316
491,788,290
70,886,733
223,678,839
4,748,246
436,894,832
70,242,446
976,551,411
843,418,388
450,578,634
509,563,701
884,246,813
729,632,643
763,281,300
787,767,163
901,636,188
330,841,572
933,251,140
42,41,109
891,123,57
418,77,809
285,431,215
948,170,374
317,948,860
808,145,548
315,236,473
513,962,435
486,751,888
187,851,689
236,196,910
927,435,781
401,178,452
121,994,18
427,861,500
646,980,306
490,89,106
149,406,922
824,761,723
32,194,436
292,629,167
693,803,263
187,816,833
140,907,549
904,224,456
372,297,366
363,723,566
291,410,619
370,300,823
938,362,745
817,667,351
197,554,821
395,624,770
26,865,206
929,953,849
699,102,58
208,82,712
81,167,765
181,599,450
240,248,936
843,288,859
735,864,594
982,60,240
976,223,193
496,649,561
34,646,767
950,958,862
825,100,403
909,470,513
324,794,361
883,999,857
348,137,478
970,622,257
784,740,845
515,911,986
964,975,846
654,365,139
951,744,452
398,421,954
406,760,972
69,976,664
554,613,654
770,378,123
47,328,118
146,567,479
73,292,554
62,295,431
589,700,210
161,585,228
80,694,4
906,596,864
293,406,531
595,10,758
542,255,90
133,949,171
975,952,355
93,632,678
324,685,845
662,978,14
12,860,426
899,326,959
397,539,913
765,208,843
268,597,381
313,737,248
891,847,818
729,235,21
620,367,730
364,634,237
296,646,86
982,67,467
367,620,703
473,214,843
326,758,405
986,22,544
722,418,420
174,193,472
537,948,698
761,776,866
873,523,717
63,258,395
124,679,260
415,192,231
386,734,712
69,266,544
886,106,492
703,383,342
718,949,419
23,762,938
731,100,907
222,566,461
293,901,778
838,243,85
66,500,369
736,526,500
349,977,567
664,493,862
828,734,537
938,587,66
573,647,361
409,242,67
184,124,306
905,546,913
26,778,437
160,826,50
621,374,889
906,330,459
53,640,598
4,296,921
369,250,230
435,446,958
874,74,226
143,273,984
932,656,557
805,276,487
481,811,74
54,408,395
325,561,45
501,654,676
869,521,657
750,626,654
511,747,33
281,807,302
241,820,613
585,720,101
198,498,930
363,339,987
859,993,554
258,370,770
717,170,453
981,656,846
159,856,785
802,76,358
950,975,634
716,675,900
58,923,360
224,14,17
487,280,398
760,201,451
570,778,719
991,511,552
788,959,735
421,833,444
720,482,203
859,516,540
865,260,300
964,270,957
543,150,351
808,482,715
373,154,595
856,368,88
932,635,963
649,254,554
382,672,716
135,733,882
243,951,715
192,652,558
73,620,13
986,80,608
173,283,683
182,735,475
680,48,82
237,208,400
228,785,322
616,506,60
880,224,450
30,778,481
491,256,708
653,1,329
196,756,927
555,653,108
699,328,467
622,356,909
649,481,459
247,744,619
154,294,187
274,461,727
281,240,48
745,426,601
216,685,319
424,411,240
427,421,251
137,476,559
190,387,449
31,762,742
919,878,818
841,729,477
347,413,631
603,472,927
798,879,350
210,208,109
51,908,483
321,146,586
442,969,291
108,367,850
354,521,957
660,858,127
524,477,207
969,956,15
721,987,287
866,596,589
746,651,209
756,224,796
524,646,504
358,913,30
343,396,631
185,73,466
393,388,13
419,917,532
132,22,595
478,445,807
468,593,372
880,627,707
750,954,269
476,104,322
929,517,751
259,313,723
557,897,725
550,848,45
418,344,34
185,983,84
606,920,664
409,71,912
60,946,404
888,214,37
668,542,766
757,960,988
172,411,517
559,254,148
87,624,388
878,186,886
502,372,746
883,525,988
376,741,667
453,916,545
361,45,205
196,55,417
146,234,808
290,845,756
890,304,303
629,40,81
824,796,585
363,296,10
985,824,686
751,329,266
141,457,548
770,659,417
676,402,712
171,255,26
337,457,779
290,535,318
43,112,910
168,9,520
962,819,497
673,894,787
480,919,145
990,81,158
699,551,904
662,995,909
197,50,876
965,265,399
894,845,53
462,940,183
606,402,867
885,782,572
469,844,566
373,242,553
823,272,251
712,168,635
107,31,805
268,432,770
51,253,985
95,301,273
843,821,394
854,39,890
995,632,136
353,649,829
659,815,475
493,430,950
430,602,950
426,990,632
468,949,79
507,147,316
112,887,262
31,224,758
862,761,943
825,969,515
84,784,34
154,914,505
787,549,130
209,31,280
710,305,486
781,567,568
131,87,853
460,417,462
554,897,72
662,988,20
962,701,372
69,826,880
666,670,904
528,737,890
923,766,171
871,750,18
172,125,166
742,472,892
164,617,442
478,928,727
767,195,100
956,361,727
777,791,602
202,270,893
557,532,733
638,196,221
195,405,421
741,100,508
818,447,218
632,665,335
110,980,922
716,429,564
212,99,348
561,84,519
618,354,986
703,139,893
820,508,830
736,874,120
394,770,58
609,918,171
729,185,906
27,690,906
606,717,850
524,889,849
311,44,43
918,183,990
433,797,952
175,917,460
645,163,476
971,109,737
819,892,728
706,520,475
569,549,70
764,862,564
525,476,948
520,117,559
692,82,365
740,535,311
697,165,335
115,793,34
435,376,627
606,62,536
179,748,718
85,277,631
105,602,118
484,230,469
911,314,883
269,744,176
527,679,515
105,276,893
234,837,848
692,62,640
269,444,925
390,713,915
572,986,204
753,464,869
161,926,484
775,95,4
828,842,614
866,751,392
778,244,970
753,127,432
671,504,873
574,653,807
18,64,146
87,527,196
810,274,438
211,480,838
722,231,704
406,51,627
664,51,320
570,835,972
931,929,806
282,382,182
709,522,476
157,454,844
498,489,669
541,267,926
980,894,620
822,864,956
508,538,39
903,249,804
348,874,833
7,801,800
363,883,61
117,546,514
757,223,357
93,790,16
357,507,442
628,740,253
462,194,619
718,853,698
539,798,437
606,611,70
29,466,734
328,55,409
344,690,822
129,219,205
571,26,18
922,798,441
346,852,730
572,915,633
185,642,749
348,823,602
666,884,493
908,511,140
476,586,24
561,419,274
771,663,264
700,823,664
315,997,63
595,116,31
883,636,20
625,240,468
965,886,644
338,434,642
604,723,342
451,198,864
338,523,793
754,433,24
863,422,18
248,4,632
909,306,806
761,63,164
278,483,289
459,486,104
362,744,651
86,158,175
367,119,561
980,842,469
492,237,385
167,91,40
596,461,654
127,13,246
213,280,522
768,659,406
967,331,861
695,814,771
700,362,379
379,665,487
551,768,791
971,898,827
112,356,148
919,532,90
549,145,259
29,860,605
309,604,857
719,50,352
284,426,172
778,526,690
878,846,738
506,570,402
385,287,969
483,995,190
865,168,140
498,887,630
522,730,279
145,281,979
986,521,999
974,138,72
376,239,152
564,910,833
118,166,247
18,818,357
145,844,63
373,28,12
175,417,684
728,967,326
548,876,794
934,615,476
647,242,250
687,598,570
917,391,576
52,404,769
81,936,147
816,44,515
842,224,693
416,847,741
69,205,129
218,442,644
778,787,7
349,647,299
948,292,112
252,356,326
780,682,373
979,343,37
726,733,341
751,739,722
797,533,174
994,142,683
680,573,872
641,997,845
343,201,120
630,658,917
65,422,815
189,797,773
127,947,511
255,786,52
280,513,910
686,794,520
467,17,772
697,682,780
824,260,219
821,304,988
931,853,85
313,532,486
906,248,598
49,883,898
696,689,943
681,675,479
623,960,23
919,233,590
290,767,468
326,424,829
465,658,271
958,583,520
42,261,251
31,747,488
695,983,637
84,769,607
403,568,716
510,655,157
895,413,897
220,605,620
405,711,209
516,761,149
663,332,233
33,831,362
659,157,780
217,364,349
952,125,965
316,195,900
991,162,630
330,602,64
175,725,877
776,1,259
121,455,710
233,997,288
297,583,825
432,923,566
413,625,203
492,627,573
887,522,799
896,153,383
195,757,514
816,962,140
780,375,719
580,455,177
447,182,281
128,408,268
915,407,478
204,32,940
657,350,301
392,169,719
551,596,307
205,919,805
254,257,121
35,522,79
443,874,151
137,187,985
581,92,99
578,958,863
580,331,593
898,635,574
248,379,895
117,585,177
713,402,139
493,489,215
350,68,481
601,625,930
818,593,700
540,708,420
62,837,153
736,601,411
547,255,935
160,95,603
870,83,893
306,11,297
309,914,1
611,206,152
862,274,79
225,891,541
167,577,688
812,652,401
621,879,144
793,131,637
368,752,359
858,358,956
908,958,639
133,509,102
767,477,977
879,621,498
160,46,846
376,440,533
446,171,510
578,867,734
278,771,721
18,816,387
533,704,125
654,207,714
708,797,126
142,390,172
17,160,446
787,378,379
61,651,900
453,102,29
741,522,622
424,79,117
364,76,992
20,195,663
783,532,345
768,299,73
474,812,575
549,241,431
470,137,274
572,467,335
903,916,23
13,757,279
579,964,620
604,777,468
675,646,626
99,281,319
768,20,893
794,130,687
660,405,605
619,767,664
919,398,246
322,951,449
992,29,551
925,471,537
887,640,851
614,312,214
699,399,337
315,243,377
74,753,597
561,960,140
767,702,524
619,655,594
111,535,483
531,107,110
105,514,673
530,425,921
578,850,690
671,905,311
466,229,731
219,594,775
960,559,786
174,469,198
27,187,946
356,252,296
88,982,106
392,698,190
488,750,497
904,482,899
211,712,779
370,58,76
515,139,84
234,630,991
686,182,226
475,857,365
687,675,434
613,598,857
279,317,772
449,714,468
825,444,885
832,359,630
799,245,354
430,601,148
499,575,399
556,650,10
909,902,372
534,257,803
995,210,650
269,372,60
652,685,561
296,918,601
528,270,616
962,479,739
863,853,714
970,467,438
982,726,966
574,302,946
336,74,132
507,509,895
675,590,271
526,395,949
385,392,241
257,842,181
154,509,695
297,238,518
188,642,510
573,516,505
819,34,77
827,475,947
307,505,781
296,145,938
429,931,393
683,356,372
536,513,955
665,711,492
716,371,374
634,978,899
115,894,518
91,688,193
561,173,597
672,311,108
564,704,105
179,736,110
957,267,623
194,285,12
856,203,405
198,712,323
710,117,783
410,170,392
707,945,853
699,555,816
791,766,810
267,439,554
156,159,782
252,139,41
222,841,418
173,455,376
735,427,641
556,910,19
759,375,357
2,527,64
326,819,799
63,965,8
127,540,324
351,127,487
637,301,182
771,348,300
53,68,73
839,328,925
394,229,154
742,48,352
389,291,946
41,772,464
579,395,698
332,497,693
236,752,387
993,881,676
512,202,308
345,694,220
162,240,755
616,834,690
675,81,417
527,790,217
50,944,479
460,398,702
870,224,644
921,26,146
547,47,588
705,671,646
947,567,764
778,97,202
649,614,28
215,146,194
913,750,791
336,421,890
701,757,562
550,472,496
889,602,785
98,369,718
315,40,829
597,721,501
187,140,977
48,174,487
514,788,738
28,93,324
813,896,950
747,327,629
384,886,502
231,411,569
343,407,516
334,144,921
236,124,12
296,380,162
648,205,114
316,15,62
343,407,567
630,292,466
946,23,661
46,954,934
722,617,395
699,485,12
830,167,141
668,882,758
826,31,901
173,658,331
66,465,643
501,210,179
366,811,535
855,862,835
418,654,483
890,108,24
235,857,298
912,576,182
987,898,104
296,928,963
251,449,970
54,882,84
952,826,85
670,15,287
282,387,604
814,536,121
429,341,462
448,407,580
387,905,513
479,480,721
938,997,34
726,235,519
789,136,725
739,791,832
968,395,7
316,747,26
764,875,949
28,113,551
862,628,299
179,688,461
517,865,66
993,694,935
134,40,26
846,991,213
693,135,854
366,103,192
455,684,71
219,456,57
379,586,919
277,184,871
216,541,505
983,937,412
652,181,192
973,32,695
121,629,692
638,435,625
790,625,795
415,563,648
459,824,712
654,875,487
4,134,412
14,389,833
234,950,976
479,525,483
592,951,198
804,68,793
539,294,42
478,56,144
713,173,376
332,590,455
30,664,388
429,84,958
518,876,848
186,102,58
647,943,957
748,125,216
732,899,449
207,115,139
231,942,789
790,278,50
385,800,778
967,980,468
84,849,9
665,163,397
505,38,46
177,452,299
637,421,748
292,402,592
434,912,511
292,744,715
100,279,662
775,239,399
541,404,921
288,572,286
226,734,111
464,691,710
675,964,771
561,582,618
165,513,81
138,807,571
869,110,668
599,231,908
507,271,812
144,882,673
277,11,865
446,262,851
494,781,581
989,990,551
121,501,343
55,303,542
570,750,141
924,609,382
436,62,297
376,630,153
348,290,434
836,783,817
183,740,67
292,282,646
520,274,741
239,397,539
803,763,444
675,63,499
984,601,242
81,546,908
10,686,811
757,666,957
748,548,388
729,155,12
714,965,240
981,340,606
30,545,483
72,312,247
921,243,83
135,769,845
98,58,788
939,788,264
80,692,748
201,505,388
303,406,410
382,285,131
728,361,360
86,45,441
748,743,18
908,969,904
101,149,227
934,795,953
644,836,497
205,821,22
486,310,59
320,733,572
507,658,519
353,892,897
470,289,958
411,339,8
969,239,401
907,521,162
756,66,380
345,385,81
42,98,361
731,215,975
372,228,611
768,922,240
910,604,45
185,309,194
795,515,988
867,170,833
38,85,948
723,841,930
905,283,595
896,104,512
48,136,300
794,786,676
118,102,570
560,612,338
276,976,673
546,343,898
467,3,586
52,792,229
114,653,174
389,619,327
869,112,858
335,794,638
8,975,370
908,598,887
80,833,629
376,156,182
619,508,202
663,7,107
149,207,255
949,875,501
100,876,432
783,732,958
244,906,427
496,746,496
801,148,918
724,72,22
102,912,175
755,708,101
950,287,872
801,579,607
121,301,284
492,818,590
458,792,851
489,566,246
35,36,533
97,111,685
640,297,877
179,874,743
5,213,572
580,535,511
584,901,870
972,984,368
616,129,821
306,210,730
882,19,521
863,487,926
101,896,473
342,954,590
325,893,32
844,193,536
907,963,200
508,346,539
271,984,237
956,210,71
145,73,802
605,971,757
740,45,863
972,661,872
976,755,331
452,583,260
221,918,188
876,68,337
54,983,840
718,384,443
864,742,527
22,465,102
467,825,432
830,696,130
488,23,590
855,206,587
218,734,583
706,385,484
255,401,478
672,269,760
242,531,172
688,126,154
30,709,645
282,915,625
179,776,262
719,822,40
132,883,409
757,93,82
408,203,265
952,512,843
999,779,471
542,29,387
44,380,640
453,563,520
503,396,639
853,749,32
845,257,508
284,761,646
360,59,764
950,547,934
226,892,178
174,381,673
219,654,311
310,930,233
381,613,320
211,274,751
139,814,117
520,281,662
692,11,879
475,580,641
867,508,883
97,332,663
847,914,856
623,81,22
737,188,64
576,991,665
606,466,552
658,818,878
933,184,850
598,105,700
552,875,484
829,957,772
518,126,311
18,399,164
8,623,320
738,979,355
441,911,687
987,1,857
277,380,728
734,853,215
75,986,510
182,873,31
76,919,570
815,387,921
560,384,482
208,703,794
317,294,790
211,182,476
798,690,90
192,346,102
376,122,121
141,847,771
762,791,66
914,880,43
218,940,545
594,229,629
195,642,615
376,273,321
694,617,643
242,212,819
762,686,152
407,271,340
983,507,942
942,938,604
476,795,227
368,419,886
687,378,42
951,221,16
306,66,298
648,741,717
600,748,452
344,325,129
393,711,740
659,597,87
218,534,920
103,530,497
262,572,253
495,318,471
459,950,152
799,633,60
843,194,649
925,908,102
318,131,841
426,22,872
866,392,432
377,935,373
741,223,281
604,38,126
929,863,224
403,320,665
847,642,872
980,309,362
284,413,329
211,353,632
980,312,71
682,82,780
899,346,997
676,22,973
846,872,701
843,7,286
459,184,566
